StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientCity,RecipientCountry,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q10_70_TEXT,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q11_9,Q11_10,Q11_11,Q11_12,Q11_13,Q11_14,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,gc
10/10/22 14:20,10/10/22 14:29,0,100,572,1,10/10/22 14:29,R_1kUfV5Hdk8IFOeQ,Boston,United States,4,2,2,4,2,3,2,2,1,33,,2,2,2,6,6,2,2,6,6,3,6,5,6,6,2,2,3,6,6,9,14,,177,1
10/3/22 19:21,10/3/22 19:25,0,52,221,0,10/10/22 19:25,R_3G6Aw2gq6ewQoOM,,,5,4,1,3,3,3,3,3,4,33,,,,,,,,,,,,,,,,,,,,,,,,,
10/11/22 0:26,10/11/22 0:33,0,100,398,1,10/11/22 0:33,R_1nUZFqXVOtEor2v,Frankfurt,Germany,5,5,4,5,4,4,4,4,4,33,,4,4,6,4,4,6,4,6,4,5,4,5,6,6,5,5,5,5,2,10,12,,177,1
10/4/22 0:20,10/4/22 4:19,0,52,14373,0,10/11/22 4:28,R_2Crd0hse5O9h2LN,,,1,1,3,2,2,1,2,2,2,33,,,,,,,,,,,,,,,,,,,,,,,,,
10/11/22 3:54,10/11/22 4:31,0,100,2268,1,10/11/22 4:32,R_1HenasKZ5z1uIGS,London,United Kingdom,4,2,1,4,2,2,3,3,2,33,,2,3,2,2,2,2,3,2,2,2,2,4,3,4,3,4,3,4,1,7,12,"As we use CRO's, having access to more of their data in a structured, consistent approach would be really beneficial in my role. Currently I feel alot of data from CRO's is provided differently accross studies & some data isn't accessible but would make my job easier if I could view & use this.",175,1
10/11/22 5:03,10/11/22 5:18,0,100,896,1,10/11/22 5:18,R_cIPyWkr3clvPZ1n,Libertyville,United States,4,2,4,3,2,2,2,2,1,33,,2,2,2,4,3,2,4,4,4,4,4,2,3,3,3,3,3,3,2,8,6,"There are several manual tracking systems used in my group.  I would like to automate some of the tasks and activities, but do not know if I should just try writing VBA code to do so or if there is a standard or resource within Biogen to assist with this.",177,1
10/11/22 6:04,10/11/22 6:18,0,100,842,1,10/11/22 6:18,R_1oaR1KS6EYRb932,Secaucus,United States,3,5,4,5,4,4,4,4,4,33,,4,5,4,5,5,4,5,5,5,5,5,5,5,5,4,5,5,4,1,11,6,,177,1
10/5/22 10:42,10/5/22 14:21,0,62,13101,0,10/12/22 14:21,R_3Gp16GOY5hSRRzG,,,3,4,3,4,4,4,4,3,4,33,,3,3,3,4,6,3,3,3,4,4,4,4,3,3,3,,,,,,,,,
10/14/22 8:35,10/14/22 8:45,0,100,585,1,10/14/22 8:45,R_1I6r3YDDJiCeMaM,Huangpu District,China,3,4,2,4,3,4,3,3,2,33,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,6,9,6,,176,1
10/10/22 12:14,10/10/22 12:18,0,81,238,0,10/17/22 12:20,R_1riSv77ke5J9Aby,,,4,3,2,2,2,2,4,3,3,33,,4,3,2,4,3,4,2,3,5,4,4,4,3,3,3,2,3,4,3,,,,,
10/17/22 16:04,10/17/22 16:11,0,100,449,1,10/17/22 16:11,R_25FVZIgpdMuW19J,Brookside,United States,3,2,2,3,2,2,2,2,2,33,,2,2,2,2,3,2,3,3,3,3,2,2,3,3,3,4,4,4,2,8,14,None at this time.,177,1
10/4/22 10:28,10/4/22 10:44,0,100,952,1,10/4/22 10:44,R_2rpYA82gkd5Ymfi,Chicago,United States,3,4,1,4,3,3,2,2,3,34,,2,3,3,2,3,2,2,3,2,2,2,2,3,2,3,3,4,3,3,9,13,,175,1
10/10/22 9:46,10/10/22 9:55,0,100,515,1,10/10/22 9:55,R_25WntPfcbLRRC9H,Tucson,United States,4,3,2,4,2,2,2,2,2,34,,2,2,3,2,2,2,2,2,2,1,1,4,4,3,3,3,6,4,1,8,14,"I would like data sharing to be done at liberty for internal Biogen secondary use, under the condition that each dataset has a risk score for sharing.  If there could be one centralized location for all such data, with access based on these risk scores, that could streamline a lot of efforts.  ",177,1
10/5/22 14:49,10/5/22 15:03,0,100,817,1,10/5/22 15:03,R_2dAwvApAcrL7ezc,Boston,United States,4,3,5,3,2,3,2,2,2,35,,2,2,4,1,4,2,3,2,3,2,2,2,2,2,1,2,4,3,1,9,6,"Data curation needs to be a greater priority within Biogen.  In the BDH Data Office, we realize that the work involved in creating value from Data can be both tedious and critical for analysis.  Misguided conclusions based on data gaps which were overlooked and/or poorly understood are unfortunately not uncommon.  We need to have a better line of communication between those intimately involved in device data generation tools, data protocol design, and clinical study operational details.  It would be great if there were organizational tools allowing us to capture this information.",198,1
10/6/22 8:55,10/6/22 9:01,0,100,336,1,10/6/22 9:01,R_2bVJ6eaiyvYRX9Q,Montreal,Canada,3,3,2,5,1,2,1,1,1,35,,4,2,1,4,2,4,5,5,5,1,1,4,6,6,3,1,2,4,1,7,13,,195,1
10/6/22 9:40,10/6/22 9:47,0,100,406,1,10/6/22 9:47,R_29h5cdjZMn1E9n1,New York,United States,4,2,5,4,4,3,2,1,2,35,,4,4,1,2,1,1,2,3,2,2,1,3,2,1,2,3,3,2,2,9,12,,198,1
10/7/22 1:34,10/7/22 1:42,0,100,469,1,10/7/22 1:42,R_NXcr8VwgG0Q8ljj,Zurich,Switzerland,3,2,4,2,1,2,2,2,1,35,,2,1,2,1,2,1,1,1,1,1,6,6,6,6,2,2,2,3,1,8,13,"I think a major challenge we have (working in Intuition and DigiToms/DigiMOD) is to ease the transatlantic data access. 
We also need to adopt standards to store the data and enforce in partners (e.g., the Intuition data looks so different than Konectom/DigiToms data that we have to work a lot to start working on the data). 
Good job in inquiring, happy to be contacted for more feedback! ",195,1
10/6/22 9:37,10/10/22 1:24,0,100,316021,1,10/10/22 1:24,R_1pYUHdFRAkte6Dj,Zurich,Switzerland,2,2,3,2,2,2,2,2,1,35,,2,3,1,2,2,1,2,2,3,3,2,2,2,3,2,2,3,3,2,9,14,,196,1
10/11/22 7:07,10/11/22 7:28,0,100,1296,1,10/11/22 7:28,R_239poC5Fs8oI2Nc,Beverly,United States,4,3,3,4,2,3,1,1,1,35,,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,3,7,14,"Overall we're making progress, but data management seems fragmented still.",195,1
10/3/22 11:05,10/3/22 11:16,0,100,624,1,10/3/22 11:16,R_2rOae2tyEosHyuc,Framingham,United States,2,1,2,1,2,2,1,2,1,36,,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,8,14,Our systems don't speak to each other so there is a ton of manual work.,129,1
10/4/22 10:15,10/4/22 10:20,0,100,350,1,10/4/22 10:21,R_vwy4hSvIHfumyNb,Arlington,United States,2,1,1,2,4,2,3,3,2,36,,3,2,2,2,2,1,1,1,1,1,6,6,6,6,2,1,2,2,1,7,14,,180,1
10/5/22 5:58,10/5/22 6:03,0,100,310,1,10/5/22 6:03,R_2v5PoNZTNSYEV5W,London,United Kingdom,3,2,2,4,2,3,1,1,1,36,,1,1,1,1,1,2,2,3,2,2,2,3,3,1,2,4,3,3,2,8,14,,177,1
10/5/22 6:00,10/5/22 6:15,0,100,881,1,10/5/22 6:15,R_5C7sJ5Rnk6l5JwB,Zurich,Switzerland,3,2,3,3,2,3,2,2,2,36,,3,3,2,4,3,2,4,4,4,4,1,2,2,2,3,3,3,3,1,8,13,,190,1
10/6/22 9:37,10/6/22 9:46,0,100,542,1,10/6/22 9:46,R_2eav3SYXhCNPZQi,Holly Springs,United States,2,1,2,4,2,2,2,1,1,36,,2,2,1,3,2,1,1,1,1,1,1,1,1,1,3,2,3,2,1,8,14,,190,1
10/3/22 11:35,10/3/22 11:44,0,100,545,1,10/3/22 11:44,R_248DCHoUGzuCAdt,New York,United States,4,3,4,2,2,2,1,2,1,37,,2,2,2,2,4,1,2,4,1,2,2,4,2,6,2,4,3,5,1,9,13,"RDIT is massively under-resourced. It is very difficult to start new projects in the group to make data extraction, analysis and upload automated and efficient. ",175,1
10/4/22 10:28,10/4/22 10:34,0,100,392,1,10/4/22 10:34,R_BDIYAAINEUk20V3,Wilmington,United States,3,3,3,4,4,2,2,3,3,37,,4,4,3,3,3,3,4,4,4,4,3,4,4,4,3,2,3,4,1,8,14,--,183,1
10/4/22 10:34,10/4/22 10:40,0,100,375,1,10/4/22 10:40,R_DT2cqjNcgoPTuiR,Boston,United States,4,3,5,4,4,2,2,4,3,37,,5,5,4,4,4,5,5,4,5,5,4,5,3,3,5,5,4,4,2,9,11,,123,1
10/5/22 5:51,10/5/22 5:59,0,100,503,1,10/5/22 5:59,R_Q4lgiCXi2KnqC6l,New York,United States,5,4,3,4,4,3,2,3,3,37,,4,4,3,4,4,4,3,4,4,5,3,3,4,4,3,4,5,4,3,9,6,,178,1
10/10/22 9:31,10/10/22 9:39,0,100,472,1,10/10/22 9:39,R_1Ic4xRRhc6E2CXc,New York,United States,3,1,1,1,4,2,2,2,2,37,,4,4,4,2,3,2,4,4,4,4,6,4,2,2,3,4,6,6,3,7,6,,178,1
10/11/22 12:58,10/11/22 13:04,0,100,398,1,10/11/22 13:04,R_PRSvPQz87ckO6yZ,New York,United States,4,2,3,2,4,3,2,2,2,37,,3,3,3,3,3,2,3,3,3,3,3,4,3,3,3,4,4,3,3,8,6,,175,1
10/10/22 13:25,10/10/22 13:28,0,52,165,0,10/17/22 13:28,R_32PKDD2DVA3lmhH,,,4,4,3,3,3,2,1,3,2,37,,,,,,,,,,,,,,,,,,,,,,,,,
9/27/22 10:39,9/27/22 10:58,0,100,1147,1,9/27/22 10:58,R_0kU2ZxNjsNu39df,Unterägeri,Switzerland,5,2,1,2,2,2,2,2,1,38,,2,2,5,3,3,1,3,3,3,5,6,3,6,3,2,4,4,3,1,8,6,"my concerns are:
we generate a lot of data (which takes a lot of effort) but I am not sure we make decisions from it. Often it is presented, the generator is asked to do some more generation, but no decisions come from it.
We don't have the resources to generate data to a good quality.
We are not resourced sufficiently to build reports that can be trusted.
Reports break and are not fixed.",173,1
10/4/22 10:27,10/4/22 10:36,0,100,527,1,10/4/22 10:36,R_2CeUIgcInjxLMdE,Boston,United States,2,1,1,3,3,3,3,3,2,38,,3,3,2,3,3,2,3,3,3,3,3,4,4,4,2,3,3,3,2,8,11,,173,1
10/5/22 1:39,10/5/22 3:44,0,100,7503,1,10/5/22 3:44,R_tEQaYaWZQ0huwP7,Effretikon,Switzerland,3,4,3,3,3,3,4,3,3,38,,5,5,5,4,4,4,4,4,3,5,3,3,3,3,3,3,3,3,3,11,12,,189,1
10/10/22 9:30,10/10/22 9:36,0,100,372,1,10/10/22 9:36,R_3HS9sNKr3lqiZw5,Warsaw,Poland,3,3,3,3,4,2,2,2,2,38,,2,2,4,3,3,2,1,2,2,4,1,3,3,2,2,2,3,2,1,8,12,,189,1
10/11/22 8:44,10/11/22 8:57,0,100,813,1,10/11/22 8:57,R_1r7F2qqCENH5FOE,Secaucus,United States,2,3,3,2,2,2,1,1,1,38,,2,2,2,2,2,1,1,2,2,2,2,6,6,6,3,2,4,3,1,8,14,"As we grow, our customer and patient data as it relates to marketing will need to evolve. Currently, unique record key does not make sense for rare disease (SMA, ALS, etc.). The nuance of rare disease need to be accounted for in how we store data, identify unique records and ultimately communicate with these audiences. Additionally, the way we push and pull data from the MDM needs to evolve in order to be both ""standardized"" and specific to the needs of the different communities we serve.",150,1
10/4/22 10:01,10/4/22 11:34,0,52,5539,0,10/11/22 11:34,R_wNveSMamU2lnxDP,,,3,3,2,4,2,3,2,2,2,38,,,,,,,,,,,,,,,,,,,,,,,,,
10/4/22 10:27,10/4/22 10:36,0,100,488,1,10/4/22 10:36,R_2605TuJXhWb1NLP,Boston,United States,4,3,2,5,2,3,2,2,2,39,,2,3,2,4,2,2,3,2,2,4,3,3,6,6,3,2,3,2,1,9,14,,175,1
10/4/22 10:30,10/4/22 10:38,0,100,465,1,10/4/22 10:38,R_2rYNZwwRNvtZsH9,Atlanta,United States,5,2,2,5,4,3,4,3,2,39,,4,4,2,4,2,4,5,4,4,4,2,4,4,4,4,4,4,4,1,9,12,,143,1
10/4/22 10:38,10/4/22 10:39,0,100,66,1,10/4/22 10:39,R_31Ynch2Dq5svv9Y,Cumming,United States,3,3,3,3,3,3,3,3,3,39,,3,3,3,4,2,3,4,4,4,4,4,3,3,3,3,3,3,3,2,9,12,,148,1
10/4/22 10:28,10/4/22 10:42,0,100,824,1,10/4/22 10:42,R_DcnZ2zHYz2XNYEV,Doral,United States,3,3,3,4,2,3,2,2,2,39,,4,2,2,2,2,2,2,2,2,2,2,2,2,3,4,4,5,4,3,8,11,,175,1
10/4/22 10:37,10/4/22 10:44,0,100,397,1,10/4/22 10:44,R_1QiltVOY9SFcm1r,Atlanta,United States,3,3,3,2,2,3,2,3,2,39,,2,4,1,2,2,2,2,2,2,1,2,3,3,3,3,2,3,4,3,10,13,,150,1
10/11/22 8:41,10/11/22 8:45,0,100,218,1,10/11/22 8:45,R_1i4MYbw1msbkPAI,New York,United States,4,1,2,1,2,1,1,2,2,39,,2,2,2,2,1,2,4,4,1,1,2,4,3,3,1,4,4,4,6,7,13,,150,1
10/13/22 9:09,10/13/22 9:16,0,100,415,1,10/13/22 9:16,R_YQ921ZMsQfkYIyl,Secaucus,United States,5,5,1,5,4,4,4,4,4,39,,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,5,6,6,6,9,12,,174,1
10/12/22 9:09,10/12/22 14:47,0,71,20327,0,10/19/22 13:34,R_2abHQnTRcpPVZri,,,2,2,2,1,2,3,1,1,1,39,,4,3,1,1,1,2,2,2,2,1,6,6,6,6,2,2,3,,,,,,,
10/5/22 5:26,10/5/22 5:33,0,100,450,1,10/5/22 5:33,R_31LtuEwdULvDkF4,New York,United States,5,3,2,4,2,2,2,2,2,40,,2,3,6,6,3,6,3,6,3,4,4,5,4,5,4,4,4,3,6,7,14,,179,1
10/5/22 6:12,10/5/22 6:18,0,100,336,1,10/5/22 6:18,R_3FKW4L4UKjvKC9s,Zurich,Switzerland,3,3,4,3,4,3,2,3,3,40,,3,4,3,4,6,4,4,4,3,5,3,3,6,5,3,2,3,3,2,9,6,,127,1
10/11/22 8:03,10/11/22 8:08,0,100,319,1,10/11/22 8:08,R_u2i00Dksdi92SBP,Kassel,Germany,3,1,2,1,2,2,2,2,1,40,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,3,7,13,,185,1
9/23/22 14:05,9/23/22 14:12,0,100,415,1,9/23/22 14:12,R_3rOY25afiJX0jtv,Roxbury,United States,3,4,4,4,3,4,2,2,2,41,,4,4,2,2,3,3,4,4,4,5,6,4,6,6,4,4,4,5,3,10,11,,150,1
10/3/22 11:46,10/3/22 11:50,0,100,247,1,10/3/22 11:50,R_3EchEXH4mnQMByo,Milford Mill,United States,2,2,2,4,3,2,3,3,2,41,,3,4,3,2,1,1,2,1,1,1,2,2,2,2,3,3,3,3,2,7,13,,125,1
10/4/22 10:28,10/4/22 10:41,0,100,756,1,10/4/22 10:41,R_2tm0reAEiad63k8,Atlanta,United States,3,3,3,3,4,3,2,3,2,41,,3,4,3,5,4,3,5,5,5,5,3,4,4,4,3,3,4,4,2,9,13,,148,1
10/6/22 9:33,10/6/22 9:45,0,100,709,1,10/6/22 9:45,R_AKUlpdlokG5zDsB,Madrid,Spain,3,3,2,3,2,3,2,2,2,41,,3,2,2,1,3,1,2,2,2,2,3,2,3,2,4,4,5,4,1,8,13,,173,1
10/11/22 8:43,10/11/22 8:49,0,100,351,1,10/11/22 8:49,R_PRm6o8LiXJWTo4x,Boston,United States,4,4,3,4,4,4,3,3,3,41,,4,4,6,5,6,4,4,4,4,5,5,5,5,5,4,5,5,5,2,8,6,,150,1
10/5/22 7:13,10/5/22 7:16,0,100,197,1,10/5/22 7:16,R_2uDti3cNZ42BMtw,New York,United States,3,3,4,4,5,3,3,3,4,42,,5,5,2,3,4,2,5,5,3,4,6,2,6,6,3,5,4,5,4,9,11,,127,1
10/5/22 13:48,10/5/22 13:53,0,100,295,1,10/5/22 13:53,R_11awZm1i6cKGQaW,Boston,United States,4,1,5,1,2,2,2,2,1,42,,2,2,2,2,2,2,1,1,1,2,2,2,2,2,3,1,2,4,1,8,14,,123,1
10/4/22 9:30,10/5/22 14:54,0,100,105857,1,10/5/22 14:54,R_2PqepwoOduxN1D4,Boston,United States,4,2,4,2,2,2,2,2,1,42,,2,2,1,1,2,1,3,3,4,3,6,2,2,2,2,4,4,4,1,7,13,,150,1
10/10/22 10:02,10/10/22 10:09,0,100,376,1,10/10/22 10:09,R_3JDIXpjUrDFiE3m,Boston,United States,4,1,1,4,2,2,1,1,1,42,,2,2,6,3,2,1,3,2,2,3,6,2,1,6,1,3,2,5,2,7,12,"There are no processes in place to store Finance data, and it is EXTREMELY hard (nearly impossible) to find what you need especially after the original creator has left the company.",112,1
10/3/22 11:09,10/3/22 11:14,0,52,298,0,10/10/22 11:14,R_3g56CYirmgwwG4Q,,,3,1,3,3,3,2,2,2,2,42,,,,,,,,,,,,,,,,,,,,,,,,,
10/4/22 11:22,10/4/22 11:26,0,52,203,0,10/11/22 11:26,R_usk8BYfSZVR8OmR,,,4,2,3,4,3,3,3,3,2,42,,,,,,,,,,,,,,,,,,,,,,,,,
10/11/22 14:11,10/11/22 14:18,0,100,440,1,10/11/22 14:18,R_2Y5kcnlS3faU6Xu,Boston,United States,5,4,1,4,2,3,4,4,2,42,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,2,9,12,,114,1
10/10/22 10:56,10/10/22 11:00,0,52,225,0,10/17/22 11:00,R_3PAH3II7Ff2bWcP,,,2,1,4,2,3,1,1,2,2,42,,,,,,,,,,,,,,,,,,,,,,,,,
10/4/22 10:28,10/4/22 10:37,0,100,586,1,10/4/22 10:37,R_3Dd06Q4eI2B9hsh,Boston,United States,3,4,2,4,3,3,4,3,3,43,,4,4,3,4,3,4,4,4,4,3,3,3,3,3,2,2,3,3,3,9,13,,177,1
10/4/22 10:42,10/4/22 10:49,0,100,419,1,10/4/22 10:49,R_324J7WQ7BqwlDIb,Zurich,Switzerland,2,2,3,1,2,2,1,2,2,44,,2,2,1,1,1,2,2,2,2,2,2,2,2,1,1,4,3,3,2,10,11,,123,1
10/5/22 5:57,10/5/22 6:09,0,100,693,1,10/5/22 6:09,R_1Nww5T5jvtNBfiM,Zurich,Switzerland,4,3,2,3,4,3,3,4,2,44,,2,4,6,4,6,4,4,4,4,2,6,3,3,3,5,4,2,6,3,8,6,,170,1
10/5/22 15:05,10/5/22 15:10,0,100,299,1,10/5/22 15:10,R_72r0pCL9OzVjqal,New York,United States,5,1,3,5,2,2,2,2,2,44,,2,3,6,3,4,6,6,6,6,6,6,6,6,6,3,3,3,3,2,7,14,,143,1
10/5/22 15:05,10/5/22 15:11,0,100,376,1,10/5/22 15:11,R_1K45svd8Zee6HdJ,Cumming,United States,3,4,4,5,4,5,3,3,2,44,,3,4,4,4,4,3,4,3,3,4,2,3,3,3,3,3,4,4,3,8,11,,126,1
10/6/22 10:45,10/6/22 10:49,0,100,251,1,10/6/22 10:50,R_XgNF0tfAtl38ZNv,Arlington,United States,2,2,4,2,1,2,1,1,1,44,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,4,1,7,14,,173,1
10/11/22 20:39,10/11/22 20:51,0,100,719,1,10/11/22 20:51,R_3lsEG9l2F6vxIFW,Boston,United States,4,1,4,4,2,2,2,2,3,44,,4,5,4,4,3,1,2,2,3,2,1,3,6,6,4,4,3,2,3,11,14,,122,1
10/3/22 11:08,10/3/22 11:12,0,100,216,1,10/3/22 11:12,R_2TXyo7KiYwCRr5U,Boston,United States,4,3,1,4,4,3,2,2,2,45,,4,4,4,4,4,4,4,4,4,4,4,2,4,2,3,4,4,2,2,10,12,,121,1
10/3/22 11:53,10/3/22 12:03,0,100,588,1,10/3/22 12:03,R_1ovWjI1PpuNRUSl,Westwood,United States,4,2,2,2,2,3,2,2,2,45,,2,2,2,2,2,2,2,2,2,2,6,2,6,5,2,5,6,6,2,9,13,,121,1
10/3/22 13:26,10/3/22 13:32,0,100,368,1,10/3/22 13:32,R_2v8ETNzge0Bd7kK,Chalton,United Kingdom,4,3,1,4,4,2,2,2,2,45,,4,4,2,2,2,2,2,2,2,3,3,3,3,3,4,3,5,3,2,9,6,,120,1
10/4/22 11:14,10/4/22 11:23,0,100,550,1,10/4/22 11:23,R_2tF4Txb42FmHNpu,New York,United States,5,3,1,4,2,3,2,2,3,45,,2,2,6,2,6,6,6,3,3,3,3,3,3,3,3,3,4,4,2,10,13,,120,1
10/4/22 9:37,10/4/22 11:23,0,100,6356,1,10/4/22 11:23,R_3QQprxTePyPue3G,Washington,United States,4,2,1,4,2,3,2,3,1,45,,2,4,2,4,2,2,4,2,5,4,4,4,4,4,3,4,3,3,2,7,13,,121,1
10/6/22 11:17,10/6/22 11:22,0,100,330,1,10/6/22 11:22,R_3R8HXAcss7KHh0h,Washington,United States,4,3,4,4,2,2,2,2,3,45,,5,5,4,5,5,4,5,5,5,5,6,5,5,5,4,5,5,5,2,11,14,"I find data from Workday to be extremely reliable and I have high trust that this is maintained properly. Between my HR business partner and the HRConnect team, I have reliable access to data and reporting. The People Analytics Dashboard (Noah Hendy) is also an extremely valuable resource that I use regularly and trust. ",183,1
10/10/22 13:59,10/10/22 14:06,0,100,394,1,10/10/22 14:06,R_1I3ZYTjPzfJUeNR,Boston,United States,3,2,1,4,2,3,2,3,2,45,,2,2,2,3,2,2,3,3,4,4,3,4,4,4,3,3,5,3,1,8,6,,121,1
10/4/22 10:27,10/4/22 10:35,0,100,430,1,10/4/22 10:35,R_Br1V6rmCvnyZooV,Boston,United States,4,2,4,4,3,2,2,2,2,46,,3,4,2,3,2,3,6,6,4,2,2,3,2,1,3,3,4,4,1,7,12,,177,1
10/4/22 10:31,10/4/22 10:39,0,100,518,1,10/4/22 10:39,R_2QJRZ0MKCyX64wr,New York,United States,3,2,4,2,2,1,2,2,2,46,,2,1,3,5,5,2,5,5,5,2,2,5,6,6,1,2,3,4,3,7,12,,195,1
10/5/22 5:58,10/5/22 6:06,0,100,490,1,10/5/22 6:06,R_28AuSPUidDQxsdy,New York,United States,3,5,3,5,4,3,3,2,3,46,,4,4,4,4,5,4,4,4,4,4,5,5,5,5,4,4,5,3,3,8,14,,175,1
10/5/22 5:58,10/5/22 6:18,0,100,1243,1,10/5/22 6:18,R_3MuSspYS3wLW17l,Boston,United States,2,2,4,1,2,2,2,1,1,46,,2,2,3,3,4,1,5,4,3,2,1,5,4,4,3,1,3,3,1,8,14,Data should be seen as an asset that is generated so that it provides substantial value both immediately and in the future. ,177,1
10/5/22 15:05,10/5/22 15:11,0,100,366,1,10/5/22 15:11,R_qIt4iEMuXDghEzf,Houston,United States,3,3,1,2,2,3,1,1,1,46,,2,2,2,3,2,2,2,2,2,2,1,3,3,3,2,3,4,6,3,8,13,,195,1
10/4/22 2:57,10/4/22 3:05,0,100,444,1,10/4/22 3:05,R_1IiqcCk5m8LhtXO,Shrewsbury,United States,4,2,4,2,3,2,3,2,3,47,,2,3,2,2,2,2,3,2,2,2,2,2,3,3,3,3,3,4,2,8,12,,123,1
10/4/22 5:45,10/4/22 5:51,0,100,370,1,10/4/22 5:51,R_10NQoyNakkX59sP,Boston,United States,4,4,1,5,2,3,2,2,2,47,,2,2,2,6,6,6,6,6,6,6,6,6,6,6,3,2,4,6,6,7,11,,177,1
10/4/22 10:28,10/4/22 10:36,0,100,461,1,10/4/22 10:36,R_WiyXEWA3vXe41k5,Brookline,United States,2,3,4,2,1,2,1,2,2,47,,2,1,2,1,1,1,3,2,2,1,1,2,1,1,1,1,2,2,1,8,11,,123,1
10/4/22 10:30,10/4/22 10:39,0,100,562,1,10/4/22 10:39,R_3Oiz6gDQuay0wdg,West Pikeland,United States,2,4,5,3,3,4,3,4,2,47,,4,4,2,5,2,4,4,4,2,5,1,3,1,1,2,1,2,4,2,8,6,,123,1
10/4/22 10:37,10/4/22 10:42,0,100,250,1,10/4/22 10:42,R_3nHSao8AiWou7Mn,Boston,United States,2,3,5,1,2,3,1,1,1,47,,1,2,1,2,1,2,2,2,2,1,1,2,2,1,3,2,4,4,2,8,14,,123,1
10/4/22 9:19,10/4/22 10:43,0,100,5046,1,10/4/22 10:43,R_3KTM3cBX58wJxg8,Boston,United States,2,2,4,3,2,3,2,2,2,47,,2,2,2,3,3,3,3,3,2,2,2,3,3,3,3,1,2,3,3,7,11,Needs Biogen Wide Strategy that is Business Sponsored and Driven by IT.,127,1
10/4/22 11:53,10/4/22 12:55,0,100,3756,1,10/4/22 12:55,R_2SIy8ApBtfCTeGO,Westford,United States,3,2,4,1,2,2,2,3,2,47,,2,4,3,4,3,2,3,4,4,4,4,4,2,2,4,4,4,3,3,9,12,,123,1
10/5/22 5:46,10/5/22 5:57,0,100,658,1,10/5/22 5:57,R_27Wsa0BP4fHTmoR,Boston,United States,2,3,4,2,2,2,3,1,2,47,,2,2,1,4,5,4,5,5,2,5,5,5,5,5,2,2,3,5,1,8,14,"For IT data, I pull, analyze, assess and form decisions for the R&D portfolio based on the asset data. The IT asset related data is hard to find as its not all available in a source system. The data has to be leveraged in many forms and does get stale, and needs to be re pulled for decision making. The owners of the data do not want to invest in ways to maintain it or make it digestible for others.",123,1
10/5/22 5:58,10/5/22 19:39,0,100,49309,1,10/5/22 19:39,R_2ylbCdP3O1cJqpT,Shinjuku,Japan,4,4,3,4,4,4,4,4,3,47,,4,4,3,4,3,3,4,4,3,3,1,4,4,3,2,4,3,3,2,10,13,,122,1
10/6/22 9:35,10/6/22 9:41,0,100,337,1,10/6/22 9:41,R_BQCg9zkZOdMXgYN,Dallas,United States,3,4,2,4,4,3,3,3,2,47,,3,3,2,2,2,3,2,4,4,4,3,3,3,3,4,3,3,4,2,7,13,,170,1
10/5/22 15:04,10/6/22 9:42,0,100,67047,1,10/6/22 9:42,R_31Qo6PFCtHdKPqh,New York,United States,4,4,1,4,2,3,4,3,2,47,,4,4,3,4,3,4,3,4,4,4,3,4,4,2,3,3,4,4,2,10,13,,178,1
10/6/22 9:40,10/6/22 9:46,0,100,358,1,10/6/22 9:46,R_1rOfkmUM8QD4Jwk,Billerica,United States,2,1,3,2,1,2,1,1,1,47,,1,1,1,1,1,1,1,1,2,2,2,2,2,2,3,3,3,3,1,9,12,,123,1
10/6/22 9:42,10/6/22 9:51,0,100,521,1,10/6/22 9:51,R_1F3MrhxMStinSgT,Newton,United States,3,4,4,4,4,4,3,3,3,47,,4,4,4,4,4,4,4,4,4,4,3,4,3,2,3,4,4,4,2,10,11,,122,1
10/6/22 9:36,10/6/22 10:04,0,100,1700,1,10/6/22 10:04,R_1GwQ845Od3rEhVM,West Goshen,United States,3,3,4,4,2,2,2,2,1,47,,4,3,1,2,2,4,4,4,6,6,6,6,6,6,3,2,3,3,1,7,13,"I am part of RDIT and are not the user of data however we are responsible architecturally to ensure data hosting, and accessibility based on governance for the specific area of business within R&D is well defined and available. Therefore, my answer to the survey may not apply to specific business units but is based on general observation",174,1
10/6/22 9:35,10/6/22 10:08,0,100,1937,1,10/6/22 10:08,R_1f9PX3oWhrmIjlL,City of London,United Kingdom,4,2,1,4,2,3,2,2,2,47,,3,4,4,4,3,2,2,3,4,3,1,4,2,2,5,2,3,4,3,10,11,"I believe Biogen needs more consistent, global processes for managing the data ecosystem across the whole organization. It seems like each department has its own processes. Different departments do not seem to be working to the same standards.",123,1
